epoch,train_loss,val_loss,val_precision_macro,val_recall_macro,val_f1_macro
0,177.13670147024095,6.8225247765367385,0.9708484864698114,0.9761954812736247,0.9705873822558486
1,40.40177007880993,5.301386187709795,0.9785017363229154,0.9859929516146002,0.9818458247649775
2,25.886320590856485,2.9746313343995325,0.9883926121823574,0.9885765679737302,0.9884546443102045
3,21.576011335564544,3.4085155834200123,0.9855226055267485,0.9810407672533393,0.9831646175738106
4,17.11910006357357,2.528181896336264,0.9893405287485856,0.9898428728349918,0.9895538230086528
5,16.61931062505755,3.6116896133939917,0.9864428888346899,0.9869957514908148,0.9864614146835609
6,14.29161672439659,2.904683532827562,0.9892181100003083,0.9927766741111029,0.9909411420092784
7,12.701869781325513,4.803824273961325,0.9784101767586169,0.9869706752983526,0.9821671529215297
8,11.995254564346396,3.0249705514900214,0.9898884822265848,0.9919975339806649,0.9908228796343875
9,12.304970554730971,2.9047639511586993,0.9863522869572089,0.9851169037245311,0.98567833006984
10,10.36925883206277,3.6644998687667396,0.9917923321585973,0.990186245772036,0.9908447730874096
11,11.275790975843847,2.233893265233167,0.9911915223804321,0.9928394752321316,0.9919987851798316
12,8.855739856109722,3.665254199952898,0.9897249866133309,0.9869356451018277,0.9881243466178362
13,9.7527767893298,3.6876298288484577,0.9856224360700767,0.9860358621856677,0.9856609049419901
14,7.956850131609826,2.720450465893066,0.9917599407856255,0.9893709343559903,0.9904882485093948
15,5.989429475748693,4.4985309946342795,0.9861366178751777,0.9812846147592944,0.9833344822668197
16,8.845943692856963,2.9091989435161594,0.9899911541687696,0.9882524611847252,0.9890678973668882
