domain,model,accuracy,macro_f1,latency_ms,size_mb
pv,fp32,0.044785091674180946,0.005358170310701956,52.37395132057367,89.64472579956055
pv,int8,0.044785091674180946,0.005358170310701956,45.41469809885028,23.06365203857422
target,fp32,0.09779688339602365,0.01113558492413118,52.24519823905539,89.64472579956055
target,int8,0.09779688339602365,0.01113558492413118,45.32565294190929,23.06365203857422
