epoch,val_macro_f1
0,0.2693904651843411
1,0.2775446552890161
2,0.2715362543015566
3,0.34470727510342997
4,0.3724501013433155
5,0.37860039040671634
6,0.4093312147893382
7,0.41341859520537344
8,0.4164233129822389
9,0.4099781177397073
10,0.4315640547882323
11,0.43231498052558237
12,0.4431939180816961
13,0.44936030465566934
14,0.490760577563823
15,0.45344459376049084
16,0.45473856778986116
17,0.47733638811292634
18,0.47186583834386
19,0.4774759551706357
