device,model,n_samples,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,fps,cpu_mean_pct,ram_mean_pct,temp_mean_c,temp_max_c,platform
cpu,mobilenetv2_int8_ptq_hybrid.tflite,100,33.81581689999393,33.62991899996359,34.7892413001091,36.75065638984052,29.571960451447186,,,,,x86_64
