epoch,train_loss,val_loss,val_precision_macro,val_recall_macro,val_f1_macro
0,136.95418159477413,17.823104507508106,0.9214874860410371,0.9257512750642231,0.9188435111366351
1,57.77587191853672,7.591984361622963,0.9698897132184284,0.967109053239587,0.9682882969154409
2,47.252487315796316,10.26494223118425,0.9610266407120385,0.9577412237853057,0.9574472137968723
3,37.23643581615761,5.24220159725337,0.9757170947714254,0.9763256153078275,0.9757946157484801
4,38.242517927719746,7.006781827519589,0.9734701799622743,0.9691837873219629,0.9702225750584708
5,31.510866203228943,5.614515082438743,0.9780867449761631,0.9734185958430731,0.9749495008703701
6,25.076875382073922,3.7793295735546053,0.9833456064035877,0.980816620963014,0.9820203389515276
7,25.227848028123844,6.1071294845064585,0.9734427711280942,0.9779709671102443,0.9752589279351743
8,26.783529694046592,6.499734256859824,0.9748530811220573,0.9580027750783283,0.9587193439156991
9,23.071128446186776,5.157902238377574,0.9807730131275243,0.9794998001136782,0.9799138901742797
10,16.801048828318017,4.741687715149567,0.9758092861877503,0.9787539647077356,0.9769282834972148
11,21.6350470049656,6.015029409225292,0.9745452931811743,0.9764031096709793,0.975264451382574
