lambda,pv_accuracy,pv_macro_f1,target_accuracy,target_macro_f1,delta_f1
0.01,0.974150886684701,0.9725477716459748,0.23052122514777001,0.20192058493139664,0.7706271867145782
0.1,0.9609257589419897,0.9454376275167067,0.2369693713057496,0.19112364662567874,0.754313980891028
1.0,0.9750525999398858,0.9716358773768166,0.26652337452982267,0.2309663915624791,0.7406694858143374
10.0,0.9699428914938383,0.9626934603514026,0.23320795271359485,0.1944856346006511,0.7682078257507514
