domain,model,accuracy,macro_f1,latency_ms,size_mb
pv,fp32,0.08105646630236794,0.009997191800056164,59.602408388852346,89.63691329956055
pv,int8,0.08105646630236794,0.009997191800056164,53.8647401383521,23.06169891357422
target,fp32,0.08967223252937538,0.010972379871358304,58.93494276331027,89.63691329956055
target,int8,0.08967223252937538,0.010972379871358304,53.51403221054879,23.06169891357422
