epoch,train_loss,val_loss,val_precision_macro,val_recall_macro,val_f1_macro
0,173.7045073453337,14.516162373316547,0.9360272098375977,0.9409821376482161,0.9351760436632546
1,80.52822687663138,20.306750209121674,0.9320442598007979,0.9208093790890592,0.9242198701906912
2,70.84390797931701,11.58166405808879,0.957796903764049,0.9554110149850117,0.9554699505581613
3,56.33815586846322,9.788870519623742,0.9578594530493837,0.9557338618843478,0.9554543874370183
4,48.87157305353321,10.981653396547642,0.9498387439789407,0.9575118223510355,0.9514050328602967
5,43.58231328986585,8.822124884204186,0.9650477047392149,0.964916551599003,0.9640984211793722
6,41.23878541192971,14.96541646586411,0.9626193236743827,0.9331301289267866,0.9428665836649164
7,37.05936106399167,8.110867112821296,0.9657994329609301,0.9600210560760075,0.9621117092822056
8,34.83263841748703,8.140393576040879,0.9637038265951556,0.9645917855944655,0.9631455116528223
9,34.44884143100353,4.973120988685082,0.9738856198142258,0.9799697661091598,0.9762709340459671
10,29.13928384031169,6.263278283181615,0.9753162870291203,0.9721621645876604,0.9734620922610027
11,29.549054191389587,16.916154812659613,0.9343463934058045,0.9400408873625179,0.9329574276772368
12,29.54030960687669,5.295021129158613,0.979830659516465,0.9807403325988389,0.9799560918061367
13,22.296306321688462,8.045577473098206,0.9703316106708509,0.9674461614955576,0.9670645377484275
14,22.101790554239415,5.260764721624241,0.974875226037677,0.9769051321367168,0.9754607475649621
15,25.96271086629713,9.424745103176974,0.9658484335390766,0.969843852016415,0.966221778973991
16,22.408265217673033,4.890633856191812,0.9776579010949229,0.9756064981642385,0.9765085620152952
17,20.415914181096014,5.801638626696956,0.9747233568437833,0.9747146221240839,0.9744672867389546
