model,strategy,pv_accuracy,pv_macro_f1,target_accuracy,target_macro_f1,delta_f1
resnet50,Fuzzy,0.9837691614066727,0.9768102435435404,0.21010209564750135,0.1867190277854947,0.7900912157580458
resnet50,hybrid,0.9643339637935693,0.95607162126096,0.191467750126968,0.1555368586480264,0.8005347626129335
resnet50,sbert,0.9778384942319368,0.9754942411417351,0.19356833642547927,0.15233803539669558,0.8231562057450396
